Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Senior
34,Male,1,Web Developer,3,50000,UK,Mixed,0
25,Female,2,HR Generalist,1,32000,UK,Mixed,0
37,Male,3,Director of HR,11,115000,UK,Asian,0
24,Female,1,Web Developer,1,40000,Australia,Australian,0
39,Male,2,HR Generalist,10,105000,UK,Welsh,1
31,Male,0,HR Generalist,2,35000,UK,Mixed,0
44,Female,3,Director of HR,13,135000,China,White,0
28,Male,1,Web Developer,4,65000,UK,White,0
32,Female,2,Human Resources Manager,6,80000,Australia,White,1
45,Male,3,Director of HR,14,140000,USA,African American,0
26,Female,1,Web Developer,2,45000,China,Korean,0
38,Male,2,HR Generalist,8,95000,UK,Welsh,1
27,Female,0,HR Generalist,1,32000,Canada,Asian,0
33,Male,1,Web Developer,5,70000,UK,Mixed,0
42,Female,2,Director of HR,12,120000,Canada,White,0
29,Male,2,Human Resources Manager,4,70000,China,White,1
36,Female,2,Web Developer,7,85000,UK,Asian,0
30,Male,0,HR Coordinator,2,33000,Australia,Australian,0
43,Female,3,Human Resources Manager,15,150000,UK,White,1
34,Male,1,Web Developer,3,50000,Australia,Australian,0
25,Female,2,HR Generalist,1,32000,China,Chinese,0
37,Male,3,Director of HR,11,115000,Canada,Black,0
24,Female,1,Web Developer,1,40000,USA,Hispanic,0
39,Male,2,HR Generalist,10,105000,Australia,White,1
31,Male,0,HR Generalist,2,35000,Canada,White,0
44,Female,3,Director of HR,13,135000,UK,Welsh,0
28,Male,1,Web Developer,4,65000,Canada,White,0
32,Female,2,Human Resources Manager,6,80000,Australia,Australian,1
45,Male,3,Director of HR,14,140000,UK,Asian,0
26,Female,1,Web Developer,2,45000,China,Korean,0
38,Male,2,HR Generalist,8,95000,UK,Asian,1
27,Female,0,HR Generalist,1,32000,Australia,Australian,0
33,Male,1,Web Developer,5,70000,UK,Asian,0
42,Female,2,Director of HR,12,120000,Australia,Asian,0
29,Male,2,Human Resources Manager,4,70000,UK,Mixed,1
36,Female,2,Web Developer,7,85000,Australia,Asian,0
30,Male,0,HR Coordinator,2,33000,USA,Hispanic,0
43,Female,3,Human Resources Manager,15,150000,Canada,Asian,1
34,Male,1,Web Developer,3,50000,China,Chinese,0
25,Female,2,HR Generalist,1,32000,USA,Hispanic,0
37,Male,3,Director of HR,11,115000,China,White,0
24,Female,1,Web Developer,1,40000,China,Chinese,0
39,Male,2,HR Generalist,10,105000,Australia,Asian,1
31,Male,0,HR Generalist,2,35000,Australia,White,0
44,Female,3,Director of HR,13,135000,UK,White,0
28,Male,1,Web Developer,4,65000,Canada,Asian,0
32,Female,2,Human Resources Manager,6,80000,Australia,Asian,1
45,Male,3,Director of HR,14,140000,USA,White,0
26,Female,1,Web Developer,2,45000,Australia,Australian,0
38,Male,2,HR Generalist,8,95000,USA,White,1
27,Female,0,HR Generalist,1,32000,China,Chinese,0
33,Male,1,Web Developer,5,70000,Canada,White,0
42,Female,2,Director of HR,12,120000,China,Korean,0
29,Male,2,Human Resources Manager,4,70000,Canada,Black,1
36,Female,2,Web Developer,7,85000,USA,Asian,0
30,Male,0,HR Coordinator,2,33000,UK,Asian,0
43,Female,3,Human Resources Manager,15,150000,UK,Mixed,1
34,Male,1,Web Developer,3,50000,Australia,Australian,0
25,Female,2,HR Generalist,1,32000,Canada,Asian,0
37,Male,3,Director of HR,11,115000,Canada,Asian,0
32,Male,1,Web Developer,2,45000,China,Korean,0
24,Female,0,HR Generalist,1,32000,China,Korean,0
45,Male,3,Human Resources Manager,12,120000,Canada,Black,1
29,Female,2,Web Developer,4,65000,China,Chinese,0
38,Male,1,HR Generalist,8,95000,UK,White,1
27,Female,2,Director of HR,5,80000,UK,White,0
31,Female,0,HR Coordinator,3,38000,UK,Mixed,0
42,Male,2,Web Developer,10,110000,UK,Mixed,0
26,Female,1,Web Developer,2,45000,USA,White,0
36,Male,2,HR Generalist,7,89000,UK,White,1
28,Male,0,HR Generalist,1,32000,Australia,White,0
33,Female,1,Web Developer,5,70000,Australia,Australian,0
46,Male,3,Director of HR,15,150000,UK,Welsh,0
25,Female,1,Web Developer,1,40000,Canada,White,0
37,Female,2,Human Resources Manager,9,105000,China,Korean,1
30,Male,2,Web Developer,4,65000,Australia,White,0
43,Female,3,Director of HR,14,140000,China,White,0
34,Male,1,Web Developer,3,50000,USA,Asian,0
26,Female,0,HR Generalist,2,35000,UK,Mixed,0
41,Male,2,HR Generalist,11,115000,USA,Asian,1
29,Female,2,Web Developer,5,70000,Australia,White,0
35,Male,1,Web Developer,6,80000,Australia,Australian,0
27,Female,0,HR Coordinator,1,30000,China,White,0
40,Male,3,Director of HR,13,135000,USA,African American,0
23,Female,1,Web Developer,1,40000,USA,Asian,0
39,Male,2,HR Generalist,10,105000,UK,Asian,1
31,Male,0,HR Generalist,2,35000,China,White,0
44,Female,3,Human Resources Manager,12,120000,Australia,White,1
28,Male,2,Web Developer,3,55000,Canada,Asian,0
32,Female,1,Web Developer,2,45000,USA,African American,0
45,Male,2,Director of HR,14,140000,UK,Asian,0
26,Female,1,Web Developer,3,55000,Canada,White,0
38,Male,3,Human Resources Manager,11,115000,China,Chinese,1
27,Female,2,HR Generalist,4,70000,USA,Hispanic,1
33,Male,0,HR Coordinator,3,38000,China,Korean,0
42,Female,2,Director of HR,13,135000,USA,Asian,0
29,Male,1,Web Developer,2,45000,Canada,White,0
36,Female,2,Web Developer,7,85000,UK,White,0
30,Male,0,HR Generalist,1,32000,China,Korean,0
43,Female,3,Human Resources Manager,15,150000,Canada,Asian,1
34,Male,1,Web Developer,4,65000,USA,White,0
25,Female,2,HR Generalist,1,32000,Australia,Asian,0
37,Male,3,Director of HR,12,120000,Australia,White,0
24,Female,1,Web Developer,1,40000,UK,Welsh,0
39,Male,2,HR Generalist,9,95000,Canada,White,1
31,Male,0,HR Generalist,2,35000,Canada,Black,0
44,Female,3,Director of HR,14,140000,USA,Asian,0
28,Male,1,Web Developer,3,55000,UK,Welsh,0
32,Female,2,Human Resources Manager,6,80000,Canada,Asian,1
45,Male,3,Director of HR,13,135000,China,Korean,0
26,Female,1,Web Developer,2,45000,UK,White,0
38,Male,2,HR Generalist,8,95000,Australia,Asian,1
27,Female,0,HR Generalist,1,32000,UK,Mixed,0
33,Male,1,Web Developer,5,70000,Canada,White,0
42,Female,2,Director of HR,12,120000,USA,African American,0
29,Male,2,Human Resources Manager,4,70000,China,White,1
36,Female,2,Web Developer,7,85000,China,Chinese,0
30,Male,0,HR Coordinator,2,33000,UK,Mixed,0
43,Female,3,Human Resources Manager,15,150000,USA,African American,1
34,Male,1,Web Developer,3,50000,China,Chinese,0
25,Female,2,HR Generalist,1,32000,USA,Hispanic,0
37,Male,3,Director of HR,11,115000,USA,White,0
24,Female,1,Web Developer,1,40000,China,Chinese,0
39,Male,2,HR Generalist,10,105000,USA,Asian,1
31,Male,0,HR Generalist,2,35000,Australia,White,0
44,Female,3,Director of HR,13,135000,USA,African American,0
28,Male,1,Web Developer,4,65000,Canada,Black,0
32,Female,2,Human Resources Manager,6,80000,Canada,Asian,1
45,Male,3,Director of HR,14,140000,Australia,Australian,0
26,Female,1,Web Developer,2,45000,Australia,White,0
38,Male,2,HR Generalist,8,95000,USA,White,1
27,Female,0,HR Generalist,1,32000,Australia,White,0
33,Male,1,Web Developer,5,70000,UK,White,0
42,Female,2,Director of HR,12,120000,Canada,Black,0
29,Male,2,Human Resources Manager,4,70000,UK,Mixed,1
36,Female,2,Web Developer,7,85000,Australia,Asian,0
30,Male,0,HR Coordinator,2,33000,Australia,Australian,0
43,Female,3,Human Resources Manager,15,150000,Australia,Asian,1
34,Male,1,Web Developer,3,50000,Australia,Australian,0
25,Female,2,HR Generalist,1,32000,Canada,White,0
37,Male,3,Director of HR,11,115000,Australia,White,0
24,Female,1,Web Developer,1,40000,Canada,Black,0
39,Male,2,HR Generalist,10,105000,Australia,Asian,1
31,Male,0,HR Generalist,2,35000,Canada,White,0
44,Female,3,Director of HR,13,135000,China,Korean,0
28,Male,1,Web Developer,4,65000,USA,Hispanic,0
32,Female,2,Human Resources Manager,6,80000,China,White,1
45,Male,3,Director of HR,14,140000,China,Chinese,0
26,Female,1,Web Developer,2,45000,Australia,Asian,0
38,Male,2,HR Generalist,8,95000,UK,Welsh,1
27,Female,0,HR Generalist,1,32000,USA,Asian,0
33,Male,1,Web Developer,5,70000,Australia,Asian,0
42,Female,2,Director of HR,12,120000,USA,African American,0
29,Male,2,Human Resources Manager,4,70000,UK,White,1
36,Female,2,Web Developer,7,85000,UK,Asian,0
30,Male,0,HR Coordinator,2,33000,Canada,Asian,0
43,Female,3,Human Resources Manager,15,150000,USA,White,1
34,Male,1,Web Developer,3,50000,UK,Welsh,0
25,Female,2,HR Generalist,1,32000,Canada,Asian,0
37,Male,3,Director of HR,11,115000,China,White,0
24,Female,1,Web Developer,1,40000,China,White,0
39,Male,2,HR Generalist,10,105000,China,White,1
31,Male,0,HR Generalist,2,35000,China,Chinese,0
44,Female,3,Director of HR,13,135000,UK,Asian,0
28,Male,1,Web Developer,4,65000,UK,White,0
32,Female,2,Human Resources Manager,6,80000,Australia,Asian,1
45,Male,3,Director of HR,14,140000,USA,White,0
26,Female,1,Web Developer,2,45000,UK,Welsh,0
38,Male,2,HR Generalist,8,95000,Australia,Australian,1
27,Female,0,HR Generalist,1,32000,UK,Mixed,0
33,Male,1,Web Developer,5,70000,China,White,0
42,Female,2,Director of HR,12,120000,China,Chinese,0
29,Male,2,Human Resources Manager,4,70000,USA,Hispanic,1
36,Female,2,Web Developer,7,85000,USA,White,0
30,Male,0,HR Coordinator,2,33000,Canada,Asian,0
43,Female,3,Human Resources Manager,15,150000,USA,Hispanic,1
34,Male,1,Web Developer,3,50000,UK,Mixed,0
25,Female,2,HR Generalist,1,32000,UK,White,0
37,Male,3,Director of HR,11,115000,Australia,White,0
28,Male,1,Software Engineer,3,60000,China,Korean,0
37,Female,2,Marketing Manager,9,100000,China,Korean,0
43,Male,3,Data Scientist,15,150000,Canada,Black,0
31,Female,1,Human Resources Coordinator,4,55000,China,White,0
24,Male,0,Sales Associate,1,30000,China,Korean,0
29,Female,2,Software Developer,5,70000,UK,Welsh,0
35,Male,1,Operations Manager,8,90000,UK,Asian,0
26,Female,2,Marketing Coordinator,2,40000,Canada,White,0
42,Male,3,Data Scientist,12,130000,Australia,White,0
34,Female,1,Human Resources Manager,6,75000,Australia,Asian,0
27,Male,0,Sales Associate,2,35000,China,White,0
38,Female,2,Marketing Manager,10,110000,Canada,Black,0
30,Male,1,Software Engineer,4,65000,Canada,Black,0
45,Male,3,Data Scientist,18,180000,China,Chinese,0
25,Female,1,Software Developer,1,35000,Australia,White,0
40,Female,2,Human Resources Manager,11,120000,China,Chinese,0
33,Male,1,Operations Manager,6,75000,USA,Hispanic,0
29,Female,0,Sales Associate,1,30000,USA,African American,0
44,Male,3,Data Scientist,16,160000,USA,Hispanic,0
26,Male,1,Software Developer,3,60000,Australia,Asian,0
36,Female,2,Marketing Coordinator,8,85000,China,White,0
31,Male,1,Operations Manager,5,70000,China,Chinese,0
27,Female,2,Human Resources Coordinator,3,50000,Australia,Australian,0
42,Male,3,Data Scientist,13,140000,Australia,Asian,0
34,Female,1,Human Resources Manager,6,75000,UK,Asian,0
28,Male,0,Sales Associate,2,35000,China,Chinese,0
39,Female,2,Marketing Manager,10,110000,UK,Welsh,0
31,Male,1,Software Engineer,4,65000,Canada,White,0
45,Male,3,Data Scientist,18,180000,Canada,White,0
25,Female,1,Software Developer,1,35000,China,Chinese,0
40,Female,2,Human Resources Manager,11,120000,China,Chinese,0
33,Male,1,Operations Manager,6,75000,UK,Mixed,0
29,Female,0,Sales Associate,1,30000,USA,African American,0
44,Male,3,Data Scientist,16,160000,Canada,Asian,0
26,Male,1,Software Developer,3,60000,China,Chinese,0
36,Female,2,Marketing Coordinator,8,85000,USA,African American,0
31,Male,1,Operations Manager,5,70000,UK,Welsh,0
27,Female,2,Human Resources Coordinator,3,50000,Canada,Black,0
42,Male,3,Data Scientist,13,140000,China,White,0
34,Female,1,Human Resources Manager,6,75000,Australia,Asian,0
28,Male,0,Sales Associate,2,35000,Australia,White,0
39,Female,2,Marketing Manager,10,110000,UK,Welsh,0
31,Male,1,Software Engineer,4,65000,Australia,White,0
45,Male,3,Data Scientist,18,180000,UK,White,0
25,Female,1,Software Developer,1,35000,Australia,White,0
40,Female,2,Human Resources Manager,11,120000,UK,White,0
33,Male,1,Operations Manager,6,75000,China,Korean,0
29,Female,0,Sales Associate,1,30000,Australia,Asian,0
44,Male,3,Data Scientist,16,160000,Australia,White,0
26,Male,1,Software Developer,3,60000,Canada,White,0
36,Female,2,Marketing Coordinator,8,85000,China,Korean,0
31,Male,1,Operations Manager,5,70000,UK,Asian,0
27,Female,2,Human Resources Coordinator,3,50000,China,Chinese,0
42,Male,3,Data Scientist,13,140000,China,Chinese,0
34,Female,1,Human Resources Manager,6,75000,Canada,Black,0
28,Male,0,Sales Associate,2,35000,UK,White,0
39,Female,2,Marketing Manager,10,110000,UK,Mixed,0
31,Male,1,Software Engineer,4,65000,China,Chinese,0
45,Male,3,Data Scientist,18,180000,Canada,Black,0
25,Female,1,Software Developer,1,35000,USA,Asian,0
40,Female,2,Human Resources Manager,11,120000,Australia,White,0
33,Male,1,Operations Manager,6,75000,China,Chinese,0
29,Female,0,Sales Associate,1,30000,Australia,Australian,0
44,Male,3,Data Scientist,16,160000,Canada,White,0
26,Male,1,Software Developer,3,60000,Australia,Asian,0
36,Female,2,Marketing Coordinator,8,85000,China,Korean,0
31,Male,1,Operations Manager,5,70000,China,Korean,0
27,Female,2,Human Resources Coordinator,3,50000,UK,Asian,0
42,Male,3,Data Scientist,13,140000,Australia,Australian,0
34,Female,1,Human Resources Manager,6,75000,Australia,White,0
28,Male,0,Sales Associate,2,35000,Australia,White,0
39,Female,2,Marketing Manager,10,110000,UK,Asian,0
31,Male,1,Software Engineer,4,65000,USA,African American,0
45,Male,3,Data Scientist,18,180000,UK,Asian,0
25,Female,1,Software Developer,1,35000,Australia,White,0
40,Female,2,Human Resources Manager,11,120000,Australia,White,0
33,Male,1,Operations Manager,6,75000,Australia,White,0
29,Female,0,Sales Associate,1,30000,Australia,Australian,0
44,Male,3,Data Scientist,16,160000,Canada,Black,0
26,Male,1,Software Developer,3,60000,USA,African American,0
36,Female,2,Marketing Coordinator,8,85000,Canada,White,0
31,Male,1,Operations Manager,5,70000,China,White,0
27,Female,2,Human Resources Coordinator,3,50000,Australia,Asian,0
42,Male,3,Data Scientist,13,140000,USA,African American,0
34,Female,1,Human Resources Manager,6,75000,China,Korean,0
28,Male,0,Sales Associate,2,35000,UK,White,0
39,Female,2,Marketing Manager,10,110000,China,Chinese,0
31,Male,1,Software Engineer,4,65000,UK,Mixed,0
45,Male,3,Data Scientist,18,180000,China,White,0
25,Female,1,Software Developer,1,35000,USA,Asian,0
40,Female,2,Human Resources Manager,11,120000,Canada,Asian,0
33,Male,1,Operations Manager,6,75000,Australia,Asian,0
29,Female,0,Sales Associate,1,30000,Australia,Asian,0
44,Male,3,Data Scientist,16,160000,China,White,0
26,Male,1,Software Developer,3,60000,Australia,Asian,0
36,Female,2,Marketing Coordinator,8,85000,Canada,White,0
31,Male,1,Operations Manager,5,70000,USA,African American,0
27,Female,2,Human Resources Coordinator,3,50000,Canada,White,0
42,Male,3,Data Scientist,13,140000,USA,White,0
34,Female,1,Human Resources Manager,6,75000,UK,White,0
28,Male,0,Sales Associate,2,35000,Australia,Australian,0
39,Female,2,Marketing Manager,10,110000,China,White,0
31,Male,1,Software Engineer,4,65000,China,White,0
45,Male,3,Data Scientist,18,180000,Canada,White,0
25,Female,1,Software Developer,1,35000,UK,Mixed,0
40,Female,2,Human Resources Manager,11,120000,Canada,White,0
33,Male,1,Operations Manager,6,75000,USA,White,0
29,Female,0,Sales Associate,1,30000,China,White,0
44,Male,3,Data Scientist,16,160000,Australia,Australian,0
26,Male,1,Software Developer,3,60000,USA,African American,0
36,Female,2,Marketing Coordinator,8,85000,Australia,Australian,0
31,Male,1,Operations Manager,5,70000,Canada,White,0
27,Female,2,Human Resources Coordinator,3,50000,UK,Welsh,0
42,Male,3,Data Scientist,13,140000,USA,African American,0
34,Female,1,Human Resources Manager,6,75000,Australia,Australian,0
28,Male,0,Sales Associate,2,35000,UK,Welsh,0
39,Female,2,Marketing Manager,10,110000,Australia,White,0
31,Male,1,Software Engineer,4,65000,Australia,Australian,0
45,Male,3,Data Scientist,18,180000,Canada,Black,0
25,Female,1,Software Developer,1,35000,Canada,Black,0
40,Female,2,Human Resources Manager,11,120000,China,White,0
33,Male,1,Operations Manager,6,75000,Australia,Australian,0
29,Female,0,Sales Associate,1,30000,UK,Welsh,0
44,Male,3,Data Scientist,16,160000,UK,White,0
26,Male,1,Software Developer,3,60000,Australia,White,0
27,Male,1,Software Engineer,3,60000,UK,Asian,0
38,Female,2,Marketing Manager,9,100000,UK,Welsh,0
44,Male,3,Data Scientist,15,150000,USA,Asian,0
30,Female,1,Human Resources Coordinator,4,55000,Canada,Asian,0
23,Male,0,Sales Associate,1,30000,Canada,Asian,0
28,Female,2,Software Developer,5,70000,China,Chinese,0
34,Male,1,Operations Manager,8,90000,China,White,0
25,Female,2,Marketing Coordinator,2,40000,Canada,Black,0
41,Male,3,Data Scientist,12,130000,USA,White,0
33,Female,1,Human Resources Manager,6,75000,USA,Hispanic,0
26,Male,0,Sales Associate,2,35000,Australia,Asian,0
37,Female,2,Marketing Manager,10,110000,China,White,0
29,Male,1,Software Engineer,4,65000,Canada,White,0
46,Male,3,Data Scientist,18,180000,UK,White,0
26,Female,1,Software Developer,1,35000,USA,Hispanic,0
39,Female,2,Human Resources Manager,11,120000,USA,White,0
32,Male,1,Operations Manager,6,75000,China,White,0
28,Female,0,Sales Associate,1,30000,USA,Hispanic,0
43,Male,3,Data Scientist,16,160000,Australia,Asian,0
27,Male,1,Software Developer,3,60000,Canada,Asian,0
35,Female,2,Marketing Coordinator,8,85000,UK,Welsh,0
30,Male,1,Operations Manager,5,70000,USA,Asian,0
26,Female,2,Human Resources Coordinator,3,50000,USA,African American,0
41,Male,3,Data Scientist,13,140000,UK,Welsh,0
33,Female,1,Human Resources Manager,6,75000,UK,White,0
27,Male,0,Sales Associate,2,35000,China,White,0
38,Female,2,Marketing Manager,10,110000,USA,White,0
29,Male,1,Software Engineer,4,65000,Canada,Asian,0
46,Male,3,Data Scientist,18,180000,Canada,White,0
26,Female,1,Software Developer,1,35000,Australia,White,0
39,Female,2,Human Resources Manager,11,120000,USA,White,0
32,Male,1,Operations Manager,6,75000,China,Chinese,0
28,Female,0,Sales Associate,1,30000,China,Chinese,0
43,Male,3,Data Scientist,16,160000,Australia,Australian,0
27,Male,1,Software Developer,3,60000,UK,Welsh,0
35,Female,2,Marketing Coordinator,8,85000,USA,Asian,0
